id,name,category,description,wikiLinks
90i71b,Spirit Feeder,mutator,Reloading this weapon increases the damage of the Attached Mod by 10% - 25%. Lasts 5s.. At Max Level: Casting Attached Mod increases Reload Speed by 30%. Lasts 7s.,https://remnant.wiki/Spirit_Feeder
hk1k7k,Spirit Healer,mutator,Regenerate 2% Health over 10s for every 150 - 50 Mod Power spent.. At Max Level: Allies within 15m are healed for 50% of the primary effect.,https://remnant.wiki/Spirit_Healer
yibeww,Steadfast,mutator,Charged Melee Attacks cannot be interrupted and gain 5% - 10% Damage Reduction from all sources.. At Max Level: All Damage taken during a Charged Melee Attack is converted to Grey Health.,https://remnant.wiki/Steadfast
m87yf6,Stormbringer,mutator,Increases the Status Effect Damage applied by Melee Attacks by 25% - 50%.. At Max Level: Charged Melee Attacks lower enemy's Resistance to All Status damage by 10%. Lasts 10s.,https://remnant.wiki/Stormbringer
27rynt,Striker,mutator,Melee Hits increase Melee Damage by 3% - 6% for 5s. Max 5 Stacks.. At Max Level: Increases Movement Speed by 3% per stack.,https://remnant.wiki/Striker
omeu3c,Supercharger,mutator,Increases Charge Speed for Bows and Fusion Rifles by 10% - 30%.. At Max Level: Charged Primary Shots of Bows and Fusion Rifles gain 15% Critical Chance.,https://remnant.wiki/Supercharger
97fccn,Superheated,mutator,When this weapon is above 25% Heat  a 7.5m Pulse deals 150 Explosive Damage once every 5s.. At Max Level: At Max Heat  a 10m Pulse deals 300 Explosive Damage which applies BURNING to all entities for 100 FIRE damage over 20s. Can only happen once every 5s.,https://remnant.wiki/Superheated
f32skd,Tainted Blade,mutator,Increases Melee Damage by 5% - 8% per stack of CORRODED on the target. Max 5 stacks.. At Max Level: Charged Melee Attacks apply CORRODED  dealing 250 ACID Damage over 10s.,https://remnant.wiki/Tainted_Blade
r8jxFF,Thousand Cuts,mutator,Increases this weapon's Critical Chance and Critical Damage by 0.1% - 0.5% for each shot fired. Lasts 0.125s. Max 50 stacks.. At Max Level: Increases this weapon's Reload Speed by 1% per stack.,https://remnant.wiki/Thousand_Cuts
dynus4,Timewave,mutator,Increase this weapon's Ranged damage by 5% - 20% to enemies inflicted with SLOW status.. At Max Level: Mod Use applies SLOW status on all enemies within 10m for 5s. Can only happen once every 10s.,https://remnant.wiki/Timewave
fknx4t,Top Heavy,mutator,Increases this weapon's Ranged Damage by up to 7.5% - 15% based on how close the magazine capacity is to full.. At Max Level: Increases this weapon's Weakspot Damage by up to 20% based on how close the magazine capacity is to full.,https://remnant.wiki/Top_Heavy
0osd64,Transference,mutator,Melee Hits generate 5% of Max Ammo Capacity to the Reserves for both Firearms. Cooldown 10s- 5s.. At Max Level: After Ammo is Transferred  increase Reload Speed of this weapon by 50% for 5s.,https://remnant.wiki/Transference
1cxn5s,Transpose,mutator,Gaining Ammo increases Ranged Damage by 5% - 15% for 15s.. At Max Level: New Ammo gains are added directly to into this weapon's magazine.  Bows: New Ammo gains grants this weapon Infinite Reserves for 15s.,https://remnant.wiki/Transpose
7eodps,Twisting Wounds,mutator,Increases Ranged damage of this weapon by 1% - 10% to BLEEDING targets.. At Max Level: This weapon's Ranged Weakspot and Ranged Critical Hits apply BLEEDING  dealing 150 BLEED damage over 20s.,https://remnant.wiki/Twisting_Wounds
dhwqt4,Vampire Blade,mutator,Increases Melee Damage by 10% - 30% while within 10m of a BLEEDING entity.. At Max Level: Melee Hits vs BLEEDING targets will Lifesteal 3% of base damage dealt.,https://remnant.wiki/Vampire_Blade
8h8a9w,Vengeful Strike,mutator,Increases Melee damage by 25% - 50% when below 50% Max Health.. At Max Level: Increases Melee Critical Chance by 15% when below 50% Max Health.,https://remnant.wiki/Vengeful_Strike
qej6k5,Volatile Strike,mutator,Dealing Melee Damage creates a 3m blast which deals 50 → 150 Explosive Damage. Can only happen once every 1s.. At Max Level: When Volatile Strike triggers a blast  increases Movement Speed by 20% for 5s.,https://remnant.wiki/Volatile_Strike
w6gpz2,Weaponlord,mutator,Basic Melee Attacks increase the next Charge Attack by 7% - 15%. Max 3 stacks.. At Max Level: At Max Stacks  the next Charge Attack gains 100% Critical Chance.,https://remnant.wiki/Weaponlord
yro37y,Amplify,perk,Level 1: Increases Mod Damage by 5%.Increases with Archon Level.  Level 5: Increases Mod Damage by 25% and grants 10% Mod Critical Chance.Increases with Archon Level.  Level 10: Increases Mod Damage by 50% and grants 10% Mod Critical Chance.Increases with Archon Level.,https://remnant.wiki/Amplify
z2xo76,Backbone,perk,Level 3: Increases the hits Medic can take before losing Grey Health by 1.  Level 8: Increases the hits Medic can take before losing Grey Health by 2.,https://remnant.wiki/Backbone
bp9pr7,Benefactor,perk,Level 4: Increases Relic Use Speed by 20%.  Level 9: Increases Relic Use Speed by 20%. Relic Use gains -1 Stagger.,https://remnant.wiki/Benefactor
t2fc7j,Benevolence,perk,Level 2: Increases Relic Efficacy by 15% and heals nearby allies for 30% of the total healing value.  Level 7: Increases Relic Efficacy by 15% and heals nearby allies for 30% of the total healing value  increasing to 60% for any ally below 35% max health.,https://remnant.wiki/Benevolence
8vh7yq,Best Friend,perk,Level 4: Using a Relic fully restores the Companion's health.  Level 9: Using a Relic fully restores the Companion's health and grants them 25% Damage and 35% Damage Resistance for 15s.,https://remnant.wiki/Best_Friend
d58t4k,Bonded,perk,Base: When Handler is downed  Companion will attempt to revive them at 50% Max Health. Can be used to revive allies with Command. Downed ally must have a Relic charge.  Cooldown: 120s  Level 5: When Handler is downed  Companion will attempt to revive them at 50% Max Health. Can be used to revive allies with Command. Downed ally must have a Relic charge.  Cooldown: 105s  Level 10: When Handler is downed  Companion will attempt to revive them at 50% Max Health. Can be used to revive allies with Command. Downed ally must have a Relic charge.  Cooldown: 90s,https://remnant.wiki/Bonded
i9tjgk,Circumvent,perk,Level 3: Reduce Cost of Evade and Combat Slide by 10%.  Level 8: Reduce Cost of Evade and Combat Slide by 15% Perfect Dodges gain an additional 15% reduction.,https://remnant.wiki/Circumvent
f4jx9k,Close Quarters,perk,Level 1: Grants a 3.5% increase to All Damage to enemies within 10m. Damage bonus tapers off until 20m.Increases with Challenger Level.  Level 6: Grants a 21% increase to All Damage to enemies within 10m. Damage bonus tapers off until 20m. Critical Chance is increased by 5%.Damage increases with Challenger Level.  Level 10: Grants a 35% increase to All Damage to enemies within 10m. Damage bonus tapers off until 20m. Critical Chance is increased by 5%.,https://remnant.wiki/Close_Quarters
GV9bDr,Communion,perk,Level 2: Reduces Skill Cooldowns by 1% once every 3s for allies while an Invoker Skill is active.  Level 7: Reduces Skill Cooldowns by 1% and Heals 2% Max Health once every 3s for allies while an Invoker Skill is active.,https://remnant.wiki/Communion
odd85z,Contingency,perk,When the Warden's Health drops below 25%  gain a SHIELD for 25% of Max Health. Lasts 10s. Can only happen once every 30s.  While active  increases Movement Speed by 15%.,
qqhkw9,Dark Blood,perk,Level 3: Reduces damage received from Negative Status Effects by 25%.  Level 8: Reduces damage received from Negative Status Effects by 25%. Reduces Blight Buildup by 50%.,https://remnant.wiki/Dark_Blood
s8eytq,Dead to Rights,perk,Level 1: Dealing 65 Base Ranged or Melee Weakspot Damage extends the duration of active Hunter Skills by 2.5s. Can extend timer beyond its initial duration.  Level 5: Dealing 60 Base Ranged or Melee Weakspot Damage extends the duration of active Hunter Skills by 3s. Can extend timer beyond its initial duration.  Level 10: Dealing 55 Base Ranged or Melee Weakspot Damage extends the duration of active Hunter Skills by 3.5s. Can extend timer beyond its initial duration.,https://remnant.wiki/Dead_to_Rights
c4fx8u,Deadeye,perk,Level 1: Gain 4% Ranged Damage and 1.5% Weakspot Damage.Increases with Hunter Level.  Level 6: Gain 24% Ranged Damage and 9% Weakspot Damage and 5% Ranged Critical Chance.Damage increases with Hunter Level.  Level 10: Gain 40% Ranged Damage and 15% Weakspot Damage and 5% Ranged Critical Chance.,https://remnant.wiki/Deadeye
je27uv,Die Hard,perk,Base: When receiving fatal damage  the Challenger becomes invulnerable for 2s and regenerates 50% of Max Health.While on cooldown  the Challenger gains 1 Stack of BULWARK. Can only happen once every 10 minutes. Resets at Worldstone or on death.  Level 5: When receiving fatal damage  the Challenger becomes invulnerable for 2.5s and regenerates 75% of Max Health.While on cooldown  the Challenger gains 1 Stack of BULWARK. Can only happen once every 10 minutes. Resets at Worldstone or on death.  Level 10: When receiving fatal damage  the Challenger becomes invulnerable for 3s and regenerates 100% of Max Health.While on cooldown  the Challenger gains 1 Stack of BULWARK. Can only happen once every 10 minutes. Resets at Worldstone or on death.,https://remnant.wiki/Die_Hard
tu8pcp,Dominator,perk,Level 1: Grants a 3.5% increase to Mod  Skill  and Explosive Damage.Increases with Summoner Level.  Level 5: Grants a 17.5% increase to Mod  Skill  and Explosive Damage  and 5% Mod  Skill  and Explosive Critical Chance.Damage increases with Summoner Level.  Level 10: Grants a 35% increase to Mod  Skill  and Explosive Damage  and 5% Mod  Skill  and Explosive Critical Chance.,https://remnant.wiki/Dominator
no6oxo,Dynamic,perk,After 10s of not being damaged  the Warden generates a SHIELD for 20% of their Max Health over 2s.  Increases base N'Erudian Energy Reserves for Turret and Drone by 100%.,https://remnant.wiki/Dynamic
c6k3ke,Energize,perk,On Relic Use  grants a SHIELD for 25% of Max Health Cannot stack with itself. Lasts 10s or until SHIELD is removed by damage.  While active  actions which consume N'Erudian Energy have no cost.,
Y9Tj7F,Entranced,perk,Level 1: Increases Skill Damage by 3%  Elemental Damage by 1.5%.Increases with Invoker Level.  Level 6: Increases Skill Damage by 16%  Elemental Damage by 9%  and Skill and Elemental Critical Chance by 5%.Damage increases with Invoker Level.  Level 10: Increases Skill Damage by 30%  Elemental Damage by 15%  and Skill and Elemental Critical Chance by 5%.,https://remnant.wiki/Entranced
cxnnz9,Experimentalist,perk,Level 4: Using a Relic applies a random buff on the Alchemist for 30s. Cannot be overriden.  Level 9: Using a Relic applies a random buff on the Alchemist and all allies within 20m for 60s. Cannot be overriden.,https://remnant.wiki/Experimentalist
7dvm5a,Face of Danger,perk,Level 4: Using a Relic within 10m of an enemy grants 2 stacks of BULWARK for 10s.  Level 9: Using a Relic within 10m of an enemy grants 2 stacks of BULWARK and 10% Increased Damage for 10s.,https://remnant.wiki/Face_of_Danger
1yfbk0,Galvanize,perk,Increases All Damage by 25% and grants 5% Critical Chance.  Damage increases with Warden Level.,
3a9dd2,Gold to Lead,perk,Level 3: Picking up Scrap has a 15% chance to also award Ammo to the Alchemist.  Level 8: Picking up Scrap or Metals has a 15% chance to award Ammo to the Alchemist.,https://remnant.wiki/Gold_To_Lead
htf7h4,Heavy Mobility,perk,Level 3: Movement Speed while Carrying a Heavy Weapon is increased by 35%.  Level 8: While Carrying a Heavy Weapon  Movement Speed is increased by 35%  and both Evade Speed and Evade Distance are increased by 25%.,https://remnant.wiki/Heavy_Mobility
98qnpc,High Tech,perk,Base: Holding the SKILL button will Overclock a Carried or Deployed Heavy Weapon. Overclocking grants Infinite Ammo  Increased Fire Rate  and a 25% Damage increase for 15s.  Cooldown: 60s  Level 5: Holding the SKILL button will Overclock a Carried or Deployed Heavy Weapon. Overclocking grants Infinite Ammo  Increased Fire Rate  and a 25% Damage increase for 20s.  Cooldown: 60s  Level 10: Holding the SKILL button will Overclock a Carried or Deployed Heavy Weapon. Overclocking grants Infinite Ammo  Increased Fire Rate  and a 25% Damage increase for 25s.  Cooldown: 60s,https://remnant.wiki/High_Tech
d82mwz,Incite,perk,Level 4: Using a Relic grants Minions 5% Max HP per second  and increases their damage dealt by 15%. Lasts 30s.  Level 9: Using a Relic grants Minions 5% Max HP per second  and increases their damage dealt by 15% and Crit Chance by 15%. Lasts 30s.,https://remnant.wiki/Incite
c92847,Intimidating Presence,perk,Level 2: After activating a Challenger Skill  enemies within 15m deal 10% less damage for 15s.  Level 7: After activating a Challenger Skill  enemies within 15m deal 10% less damage for 15s  with an additional 2.5% damage reduction per enemy affected. (Max 10%).,https://remnant.wiki/Intimidating_Presence
8d4diq,Intuition,perk,Level 4: Using a Relic extends the duration of any active Hunter Skill by 5s. Effect degrades with each subsequent use.  Level 9: Using a Relic extends the duration of any active Hunter Skill by 10s. Effect degrades with each subsequent use. Weakspot kills against MARKED enemies increase speed of next relic use within 15s by 5%. Stacks 10x.,https://remnant.wiki/Intuition
errks7,Invigorated,perk,Base: Grants a 2.5% increase to All Damage.Increases with Medic Level.  Level 6: Grants a 15% increase to All Damage and 5% Critical Chance.Damage increases with Medic Level.  Level 10: Grants a 25% increase to All Damage and 5% Critical Chance.,https://remnant.wiki/Invigorated
5exhee,Liquid Courage,perk,Level 1: Grant a 2.5% increase to All Damage.Increases with Alchemist Level.  Level 6: Grant a 15% increase to All Damage and 5% Critical Chance.Damage increasees with Alchemist Level.  Level 10: Grant a 25% increase to All Damage and 5% Critical Chance.,https://remnant.wiki/Liquid_Courage
m6pvhd,Loaded,perk,Base: When activating any Gunslinger Skill  both weapons are instantly reloaded  and gain infinite reserve ammo on all weapons for 5s .[sic]  Level 5: When activating any Gunslinger Skill  both weapons are instantly reloaded  and gain infinite reserve ammo on all weapons for 6.5s .[sic]  Level 10: When activating any Gunslinger Skill  both weapons are instantly reloaded  and gain infinite reserve ammo on all weapons for 8s .[sic],https://remnant.wiki/Loaded
d5qedi,Loophole,perk,Level 2: All ally Ranged and Melee damage against enemies distracted by the Invader's Decoy grants 5% base damage as Lifesteal.  Level 7: All ally Ranged and Melee damage against enemies distracted by the Invader's Decoy grants 7.5% base damage as Lifesteal.,https://remnant.wiki/Loophole
82y94m,Lucky,perk,Base: Grants a 10% chance to spawn additional items and rarer drops when defeating stronger enemies.  Level 5: Grants a 20% chance to spawn additional items and rarer drops when defeating stronger enemies.  Level 10: Grants a 35% chance to spawn additional items and rarer drops when defeating stronger enemies.,https://remnant.wiki/Lucky
w6v2o6,Magnetic Field,perk,Level 2: Heavy Weapons grant 15% Damage Reduction to all allies within 2.5m.  Level 7: Heavy Weapons grant 15% Damage Reduction and gradually restore Ammo to all allies within 2.5m.,https://remnant.wiki/Magnetic_Field
w838yg,Metal Detector,perk,Level 2: Increase Ammo  Currency  and Metal Drop Rate Chance for entire party by 10%.  Level 7: Increase Ammo  Currency  and Metal Drop Rate Chance for entire party by 10% and increases the chance of Consumables being rewarded from Chests.,https://remnant.wiki/Metal_Detector
2hcif5,Metalworker,perk,Level 1: Increases Skill Damage by 5% and Ranged Damage by 2.5%.Heavy Weapons gain 5% Ammo Capacity and 2.5% Max Health.  Level 6: Increases Skill Damage by 25% and Ranged Damage by 12.5%  and grants 5% Skill and Ranged Critical Chance.Heavy Weapons gain 25% Ammo Capacity  12.5% Max Health  and 25% Weakspot Damage.  Level 10: Increases Skill Damage by 50% and Ranged Damage by 25%  and grants 5% Skill and Ranged Critical Chance.Heavy Weapons gain 50% Ammo Capacity  25% Max Health  and 25% Weakspot Damage.,https://remnant.wiki/Metalworker
T2U4dZ,Mind and Body,perk,Level 3: Increases Movement Speed by 5% while an Invoker Skill is active.  Level 8: Increases Movement Speed by 5% and Damage Reduction by 5% while an Invoker Skill is active.,https://remnant.wiki/Mind_and_Body
t8bb9k,Outrage,perk,Level 3: Sacrifice grants 3% Lifesteal for each Minion Sacrificed. Lasts 10s.  Level 8: Sacrifice grants 3% Lifesteal for each Minion Sacrificed  and increases Movement Speed by 15%. Lasts 10s.,https://remnant.wiki/Outrage
decoy8,Override,perk,Level 4: Using a Relic reduces Threat Generation by 25% for 10s. While Override is active  the next Evade leaves an Empowered Decoy which lasts 4s.  Level 9: Using a Relic reduces Threat Generation by 25% for 10s. While Override is active  the next Evade leaves an Empowered Decoy which lasts 5.5s.,https://remnant.wiki/Override
485uc9,Pack Hunter,perk,Level 1: Gain 3% Ranged  Melee  and Skill Damage while Companion is active and within 40m of the Handler.Increases with Handler Level.  Level 6: Gain 18% Ranged  Melee  and Skill Damage and 5% Ranged  Melee  and Skill Critical Chance while Companion is active and within 40m of the Handler.Damage increases with Handler Level.  Level 10: Gain 30% Ranged  Melee  and Skill Damage and 5% Ranged  Melee  and Skill Critical Chance while Companion is active and within 40m of the Handler.,https://remnant.wiki/Pack_Hunter
49i5jm,Panacea,perk,Level 2: Curative effects apply to all allies within 15m  and grant 15 additional Resistance.  Level 7: Curative effects apply to all allies within 15m  and grant 15 additional Resistance. Allies affected by Panacea gain 10 Status and Blight Resistance.,https://remnant.wiki/Panacea
ajobx6,Posse Up,perk,Level 2: Ammo pickups award 20% additional Ammo per player with the bonus split equally among teammates.  Level 7: Ammo pickups award 30% additional Ammo per player with the bonus split equally among teammates. Causes Ammo Box to drop additional ammo on the ground.,https://remnant.wiki/Posse_Up
7ay3kh,Power Creep,perk,Level 1: After casting a Mod  10% of the Mod Power spent will be regenerated by all allies over 10s.  Level 7: After casting a Mod  10% of the Mod Power spent will be regenerated by all allies over 10s. While Power Creep is active  allies will also gain 10% Mod Power Generation.,https://remnant.wiki/Power_Creep
h42e2n,Power Leak,perk,Level 4: Using a Relic grants 100 Mod Power for both equipped Mods.  Level 9: Using a Relic grants 100 Mod Power for both equipped Mods  and an additional 100 to current Mod.,https://remnant.wiki/Power_Leak
8p55rw,Powerlifter,perk,Level 3: The Stamina Cost increase for each weight bracket is reduced by 50%.  Level 8: Both the Stamina cost increase for each weight bracket and Stamina Regen Delay are reduced by 50%.,https://remnant.wiki/Powerlifter
o5q3p9,Prospector,perk,Level 3: Relic Fragments discovered by the Explorer drop at a higher quality.  Level 8: Relic Fragments discovered by the Explorer drop at a higher quality. When picking up a Fragment  the Explorer has a 5% chance of picking up a second one of the same type & quality.,https://remnant.wiki/Prospector
tr5r38,Purge,perk,Level 4: On Relic Use  cleanses all Negative Status Effects.  Level 9: On Relic Use  cleanses all Negative Status Effects. Negative Status Effects cleansed by Purge are applied to all enemies within 7.5m.,https://remnant.wiki/Purge
496x8y,Quick Hands,perk,Level 3: Firearms gain 10% Reload Speed.  Level 8: Firearms gain 10% Reload Speed. Bonus is DOUBLED if magazine is empty.,https://remnant.wiki/Quick_Hands
io3m7t,Regenerator,perk,Base: After restoring 350 Total Health to allies  regain a spent Relic charge.Resting or Respawning at a Worldstone resets healing accumulation. Each additional player increases the healing requirement by 50%.  Level 5: After restoring 300 Total Health to allies  regain a spent Relic charge.Resting or Respawning at a Worldstone resets healing accumulation. Each additional player increases the healing requirement by 50%.  Level 10: After restoring 250 Total Health to allies  regain a spent Relic charge.Resting or Respawning at a Worldstone resets healing accumulation. Each additional player increases the healing requirement by 50%.,https://remnant.wiki/Regenerator
fzywc2,Residue,perk,Level 2: Minions that expire leave a 3m Aura which heals 2.5% Health per second. Lasts 10s.  Level 7: Minions that expire leave a 3m Aura which heals 2.5% Health per second and increases Healing by 20%. Lasts 10s.,https://remnant.wiki/Residue
oyjp3t,Return to Sender,perk,Level 2: Kills due to Weakspot and Critical Hits increase Ammo drops by 25%.  Level 7: Kills due to Weakspot and Critical Hits increase Ammo drops by 50% and double the chance of Ammo drops.,https://remnant.wiki/Return_to_Sender
tmc2tk,Ruthless,perk,Base: When the Summoner deals damage to their Minion  it causes them to ENRAGE. While ENRAGED  Minions gain 10% Attack Speed along with 30% increased Damage and Movement Speed. Lasts 20s.  Level 5: When the Summoner deals damage to their Minion  it causes them to ENRAGE. While ENRAGED  Minions gain 15% Attack Speed along with 40% increased Damage and Movement Speed. Lasts 30s.  Level 10: When the Summoner deals damage to their Minion  it causes them to ENRAGE. While ENRAGED  Minions gain 20% Attack Speed along with 50% increased Damage and Movement Speed. Lasts 40s.,https://remnant.wiki/Ruthless
59swqq,S.H.A.R.K.,perk,Base: Sprinting for 1s or Evading adds 1 Stack of Momentum which increases Ranged and Melee damage by 0.7% for 10s. Max 5 Stacks.Perfect Dodges instantly add 5 Stacks.Damage increases with Invader level.  Level 6: Sprinting for 1s or Evading adds 1 Stack of Momentum which increases Ranged and Melee damage by 3.5% and Ranged and Melee Critical Chance by 1% for 10s. Max 5 Stacks.Perfect Dodges instantly add 5 Stacks.Damage increases with Invader level.  Level 10: Sprinting for 1s or Evading adds 1 Stack of Momentum which increases Ranged and Melee damage by 7% and Ranged and Melee Critical Chance by 1% for 10s. Max 5 Stacks.Perfect Dodges instantly add 5 Stacks.Damage increases with Invader level.,https://remnant.wiki/S.H.A.R.K.
w3gyt0,Safeguard,perk,The Warden's Drone grants 1 stack of BULWARK and increases incoming Healing Effectiveness by 10% to its Warded Target ,
y6x5dr,Scavenger,perk,Level 1: Pickups increase All Damage dealt by 0.5% per stack for 20s. Additional Stacks increase Duration up to 60s. Max 5 stacks.Effect increase with Explorer level.  Level 6: Pickups increase All Damage dealt by 3% per stack for 20s and All Crit Chance by 5%. Additional Stacks increase Duration up to 60s. Max 5 stacks.Damage increases with Explorer level.  Level 10: Pickups increase All Damage dealt by 5% per stack for 20s and All Crit Chance by 5%. Additional Stacks increase Duration up to 60s. Max 5 stacks.,https://remnant.wiki/Scavenger
rvb63g,Self Discovery,perk,Level 4: Using a Relic instantly fills Scavenger Stacks and prevents Stack Decay for 15s.  Level 9: Using a Relic instantly fills Scavenger Stacks  grants +1 Stack  and prevents Stack Decay for 30s.,https://remnant.wiki/Self_Discovery
yg77rq,Shadow,perk,Base: Casting an Invader Skill leaves a Decoy for 3s which draws enemy fire. Deal 5% additional damage to enemies not targeting Invader.  Level 5: Casting an Invader Skill leaves a Decoy for 3s which draws enemy fire. Deal 10% additional damage to enemies not targeting Invader.  Level 10: Casting an Invader Skill leaves a Decoy for 3s which draws enemy fire. Deal 15% additional damage to enemies not targeting Invader.,https://remnant.wiki/Shadow
fspt8u,Sleight of Hand,perk,Level 4: Using a Relic reloads equipped Firearm.  Level 9: Using a Relic reloads equipped Firearm and increases Ranged Damage by 15% for 10s.,https://remnant.wiki/Sleight_of_Hand
j7e5Bb,Soothsayer,perk,Level 4: On Relic use  extend the duration of active Invoker skills by 20% of the base duration. Cannot exceed base duration.  Level 9: On Relic use  extend the duration of active Invoker skills by 20% of the base duration. Cannot exceed base duration.Relic Use Speed increased by 25% while an Invoker Skill is active.,https://remnant.wiki/Soothsayer
5fz7xr,Spirit Within,perk,Level 3: Reduces Mod Power requirement per charge by 5%  Level 8: Reduces Mod Power requirement per charge by 10%.,https://remnant.wiki/Spirit_Within
z3sz58,Spirit of the Wolf,perk,Level 2: Increases Movement Speed by 10%. All allies within 10m of the Handler gain the Handler's Movement Speed (if faster).  Level 7: Increases Movement Speed by 10%. All allies within 10m of the Handler gain the Handler's Movement Speed (if faster). Reduces the Stamina Cost of actions for allies by 15%.,https://remnant.wiki/Spirit_of_the_Wolf
rx6e2w,Spirited,perk,Base: Alchemist can have 1 additional Concoction buff active.  Level 5: Alchemist can have 2 additional Concoction buffs active.  Level 10: Alchemist can have 3 additional Concoction buffs active.,https://remnant.wiki/Spirited
2k4yzk,Surplus,perk,Level 4: Using a Relic refills 15% of Heavy Weapon Ammo. Bonus is doubled when Heavy Weapon is stowed.  Level 9: Using a Relic refills 15% of Heavy Weapon ammo. Bonus is doubled when Heavy Weapon is stowed. If the Stowed Heavy Weapon is overfilled  the Engineer will drop additional Ammo based on the surplus.,https://remnant.wiki/Surplus
7mbvc3,Swift Shot,perk,Level 1: Gain 1.5% Fire Rate and 2.5% Ranged Damage.Increases with Gunslinger Level.  Level 6: Gain 9% Fire Rate  15% Ranged Damage  and 5% Crit Chance for all firearms.Fire Rate and Damage increases with Gunslinger Level.  Level 10: Gain 15% Fire Rate  25% Ranged Damage  and 5% Crit Chance for all firearms.,https://remnant.wiki/Swift_Shot
y36q6p,Teamwork,perk,Level 3: Handler and Companion gain 15% increased Revive Speed.  Level 8: Handler and Companion gain 15% increased Revive Speed. While Handler or Companion are reviving  they receive 50% less damage.,https://remnant.wiki/Teamwork
dh2wih,Tempest,perk,Base: Automatically generate 5 Mod Power per second. Casting a Mod doubles this value for 10s.  Level 5: Automatically generate 10 Mod Power per second. Casting a Mod doubles this value for 10s.  Level 10: Automatically generate 15 Mod Power per second. Casting a Mod doubles this value for 10s.,https://remnant.wiki/Tempest
h3ag53,Terrify,perk,Level 2: Killing an entity applies TERRIFIED to all enemies within 5m of killed entity for 20s.TERRIFIED: Victim deals 5% less damage.  Level 7: Killing an entity applies TERRIFIED to all enemies within 5m of killed entity for 20s. TERRIFIED enemies are more likely to drop additional Ammo on death.TERRIFIED: Victim deals 5% less damage.,https://remnant.wiki/Terrify
98yqyq,Urgency,perk,Level 3: Kills increase Reload Speed by 15%. Lasts 3s.  Level 8: Kills increase Reload Speed by 15% and Movement Speed by 15%. Lasts 5s.,https://remnant.wiki/Urgency
qewh6t,Vile,perk,Base: Negative Status Effects applied by Ritualist inflict INFECTED.INFECTED: Victim receives 5% more Status Effect damage. On death  spreads all statuses to nearby enemies within 5m.  Level 5: Negative Status Effects applied by Ritualist inflict INFECTED.INFECTED: Victim receives 10% more Status Effect damage. On death  spreads all statuses to nearby enemies within 10m.  Level 10: Negative Status Effects applied by Ritualist inflict INFECTED.INFECTED: Victim receives 15% more Status Effect damage. On death  spreads all statuses to nearby enemies within 15m.,https://remnant.wiki/Vile
hYsQ4M,Visionary,perk,Base: Doubles Base Skill Charges for all Archetypes. Skill activation reduces all Skill Cooldowns by 3%.For Heavy Weapons  doubles Heavy Base Ammo instead.  Level 5: Doubles Base Skill Charges for all Archetypes. Skill activation reduces all Skill Cooldowns by 6%.For Heavy Weapons  doubles Heavy Base Ammo instead.  Level 10: Doubles Base Skill Charges for all Archetypes. Skill activation reduces all Skill Cooldowns by 10%.For Heavy Weapons  doubles Heavy Base Ammo instead.,https://remnant.wiki/Visionary
6wc56t,Wrath,perk,Level 1: Increases all damage to enemies affected by a Negative Status Effect by 2.5%.Increases with Ritualist Level.  Level 6: Increases all damage to enemies affected by a Negative Status Effect by 15%. Increases all Critical Chance against enemies affected by a Negative Status Effect by 5%.Damage increases with Ritualist Level.  Level 10: Increases all damage to enemies affected by a Negative Status Effect by 25%. Increases all Critical Chance against enemies affected by a Negative Status Effect by 5%.,https://remnant.wiki/Wrath
16tce1, Prism of Voracity,prism,,https://remnant.wiki/Prism
